id	tweet	label 
1775	Leer no hace daño amigos, digo, igual seguirán siendo feos, pero si tienen una buena platica, siempre serán una agradable compañía... HASHTAG https://t.co/YfQXGegbrI	joy 
1776	No necesitas recorrer grandes distancias para viajar, solo un buen libro ❤️📖 HASHTAG	joy 
1777	Al receso... USER le gana 1-0 a USER, con anotación de Luis Suárez que aprovecha a la perfección un estupendo pase filtrado, para empujar la de gajos a la red. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG	others 
1778	Si Barcelona no gana hoy 3-0 el Liverpool se lo va a afilar en la vuelta HASHTAG HASHTAG HASHTAG	others 
1779	No sé habrían dañado los vitraux con el incendio HASHTAG HASHTAG ❤ https://t.co/0WuhELcpiC	others 
1780	“Hemos ganado las elecciones generales y con eso ha ganado el futuro y ha perdido el pasado”, dice Pedro USER al conocer los resultados de las HASHTAG.	others 
1781	Esta mujer para mí ha sido lo mejor del capítulo. HASHTAG HASHTAG HASHTAG https://t.co/5opuhDtex2	others 
1782	Vos estás loco Lionel HASHTAG. Nada más que tuitear. HASHTAG HASHTAG 🐐😍	others 
1783	2 equivocaciones graves en 17 minutos? Que clase de arbitraje es este? HASHTAG USER HASHTAG	anger 
1784	HASHTAG es una gran pérdida para todos. Pero al menos no hay que lamentar pérdidas humanas. Eso al menos es un consuelo, aunque el daño del incendio es una pena.	sadness 
1785	Estás mierdas solo ocurren en España.  HASHTAG https://t.co/Fz8zrHzYZQ	anger 
1786	Esta es de la España que hay que estar orgulloso, la que se levanta a votar para parar a la ultraderecha, no la que saca la bandera para hacer daño HASHTAG HASHTAG	joy 
1787	Día histórico HASHTAG a punto de salir de HASHTAG rumbo a HASHTAG pero lo detienen los  Rusos que le dicen que se quede ¿que sucede? https://t.co/tk9M8dxEDj	surprise 
1788	La respuesta al intento de golpe de Estado contra HASHTAG nos hace recordar a Fidel: «... Vivimos en una época en la que hay y habrá cada vez armas más poderosas que cualquiera de las nacidas de la tecnología: las armas de la moral, la razón y las ideas». https://t.co/iQYEF9oD41	others 
1789	"USER USER No es por defender a un político, porque es de políticos sentar posición. Si un tipo que se hizo gracias a un proceso de Paz, que apoya los procesos de diálogo en Colombia, le quedaría bien pedir guerra en HASHTAG?  Haber que me dice de ese nivel de tibieza. :V"	anger 
1790	Compra,regala, pero sobre todo lee libros, son armas de instrucción masiva. HASHTAG HASHTAG https://t.co/HAs1VVXSDl	joy 
1791	mucha fuerza HASHTAG mucha fuerza hermanos!	others 
1792	Con gol de HASHTAG el HASHTAG termina 1-0 y el HASHTAG es HASHTAG de HASHTAG https://t.co/AYhXhZzTJN	others 
1793	HASHTAG | Opositores y oficialistas se enfrentan a tiros en protestas contra HASHTAG https://t.co/K3LgEcOLyR https://t.co/SHTKDWaqrJ	others 
1794	HASHTAG: |Final del primer tiempo|. HASHTAG 🇪🇸 1 (Suárez) - HASHTAG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 0. https://t.co/zstQ3czMTg	others 
1795	USER HASHTAG ¡Bravo Guaidó! ¡Más hombres como tú!	joy 
1796	"“No deberíamos tener que faltar a clase por luchar contra el cambio climático”  HASHTAG HASHTAG HASHTAG HASHTAG  https://t.co/CwrvTCXCZf"	others 
1797	Y sí. En España nos interesa la política. HASHTAG	others 
1798	¿Pasarán del odio al amor? 😂😂😂 HASHTAG https://t.co/DBDnlgqWtd	others 
1799	Tristísimas imágenes de HASHTAG. Se queman siglos de la historia de la humanidad. Una catedral que pasó guerras, pero que el fuego hoy la consume. Macron dice que la reconstruirán y que las dos torres están a salvo. Enorme tarea de los bomberos por delante. https://t.co/9wAKRkSBJH	sadness 
1800	Aún así hay 2 millones de personas que han votado a la extrema derecha. Eso me da miedo. Pero no va a quitarme la felicidad que tengo ahora mismo. Hemos salido a luchar y lo hemos conseguido. HASHTAG	joy 
1801	Gracias España por mirar hacia al futuro y apostar por vivir en un país que lucha por la igualdad, los derechos sociales y la defensa de la mujer. Así, podremos hacer frente a cualquiera que nos quiera hacer retroceder 💪🏼❤️💜 HASHTAG HASHTAG	joy 
1802	Dembelé entró a puro perderse goles 🤣  HASHTAG	others 
1803	De mezclar HASHTAG y HASHTAG solo podía salir una genialidad: HASHTAG https://t.co/JiDefO15Je https://t.co/XoNafhwh7S	joy 
1804	A mi me llegaron dos regalos de USER ¡Gracias! Y a celebrar el HASHTAG https://t.co/ldJZzdUFhZ	joy 
1805	"Leer lo que algunos infraseres ponen sobre el incendio de HASHTAG cabrea bastante. Pero es triste a la vez, no entender porque los franceses la llaman ""nuestra señora"" solo de muestra incultura y desconocimiento. Notredame no es solo un ""icono"" religioso es un ente vivo."	anger 
1806	Min.88 [1-0] Se ha revisado en el VAR un posible penalti por manos de Arias. No se concede. HASHTAG	others 
1807	No sé ustedes pero yo no estoy lista para ver morir a muchos de mis personajes favoritos esta tarde. HASHTAG  HASHTAG  HASHTAG https://t.co/EiOnix2UbM	sadness 
1808	HASHTAG expresa su conmoción y tristeza por incendio en HASHTAG de HASHTAG. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/5qRKjPAcgb	sadness 
1809	HASHTAG | Las 8 HASHTAG famosas que están basadas en HASHTAG y quizá no lo sabías. 📚🤔 ➡ https://t.co/hB4vYwVUsd https://t.co/02W9cKMi1g	others 
1810	Vaaaamos Campeones de la Liga!!!!! HASHTAG HASHTAG	joy 
1811	Vox no representa a España. Los españoles hemos mandado a Vox a la mierda. HASHTAG	anger 
1812	Historias de aventuras son lo que más disfruto HASHTAG	others 
1813	No tengo pruebas pero tampoco dudas de que es, hasta el momento, el mejor capítulo de HASHTAG Qué barbaridad	joy 
1814	"Con HASHTAG me está pasando igual que con HASHTAG, me tiene ya hasta el moño. Quién, quiénes o qué están empujándola a terminar mal, como tantos niños prodigio a lo largo de la historia.😂😂😂"	others 
1815	Damos los buenos días con la pena aún en los ojos al ver arder Notre Dame. HASHTAG HASHTAG https://t.co/O89fMIbWu1	sadness 
1816	Apoyo a Greta Thunberg, luchemos contra las injusticias. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG   https://t.co/7CCm8oerLh	others 
1817	Hoy sí me siento muy orgullosa de ser española. La gente ha hablado, y quiere seguir construyendo no destruyendo. HASHTAG HASHTAG	joy 
1818	HASHTAG más triste que la pérdida de la catedral es la pérdida de almas en HASHTAG	sadness 
1819	No hay PLANet B. Viernes HASHTAG en todo el mundo con USER y todos los demás. HASHTAG https://t.co/yc0qS7UUnt	others 
1820	"¡Mañana todos a marchar! •💪🌿🌊🌻🌎🏔️🌅• En todo Chile y el mundo exigimos acciones inmediatas en contra de los efectos del cambio climático. ¡Unidos por empoderamiento de las comunidades en defensa de sus territorios!  HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/0aI8DnKYGN"	others 
1821	Si se puede!! España ha hablado en las urnas y mañana seguiremos estando en 2019 y no retrocediendo a 1939. HASHTAG HASHTAG HASHTAG	joy 
1822	Los que han votado USER por el voto útil para evitar que ganase USER van a estar la mar de contentos 😓#ElecccionesGenerales28A https://t.co/tfWYpQEvbE	sadness 
1823	Estaba por subir mi foto en HASHTAG y después me di cuenta que se notaba mucho el photoshop!	surprise 
1824	"Incendio en HASHTAG:  La prensa española llena sus primeras páginas con las imágenes del desastre https://t.co/fIRDaBzSa6"	sadness 
1825	"¡Hola hola! ¿Listos para disfrutar de un sábado repleto de ACCIÓN en https://t.co/X5EhRnC7gA?  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/REbLlVtbId"	others 
1826	Esta es una buena pregunta en HASHTAG y el mundo. https://t.co/FCpJTohi98	others 
1827	Y los que dicen que es el mejor episodio de la historia de la serie que se vuelvan a ver la seis primeras temporadas, porque a mí me salen mínimo 40 mejores. HASHTAG	others 
1828	¡EL REY DE HASHTAG! ¡10 títulos para Leo Messi en 15 campeonatos españoles disputados defendiendo la camiseta del Barcelona!	joy 
1829	Feliz Día del libro!!! Lo festejamos en el colegio con una multitudinaria jornada de lectura!! HASHTAG,#JornadaDeLectura,#blog ,#blogger,#instagram,#Instagrammer,… https://t.co/XB9hSQPUYn	joy 
1830	Alguien me puede explicar qué clase de excusa es la Semana Santa para Pablo Casado? HASHTAG	surprise 
1831	"Para ver el resultado de la lucha por el Trono de Hierro HASHTAG HASHTAG  https://t.co/8sCS2ebNW7"	others 
1832	Te extraño y no quiero vivir esto. Te necesito como eras antes o mejor HASHTAG💕	sadness 
1833	USER USER Correo me hizo llegar el voto el último día y esta era la cola.... Dos horas de espera, lluvia y embarazo pensé que no eran buena combinación. HASHTAG https://t.co/qN84Podfnq	anger 
1834	Pedri USER recuerda quienes no te quisieron por campaña y quienes sí ❤️💜 HASHTAG	others 
1835	USER Deja de llenar la timeline de HASHTAG con tus comentarios  insinuando spoilers Por favor 😒	sadness 
1836	"👉desde que estaba en la escuela me encanta ir a la biblioteca, llegar a llenar varias fichas de los préstamos circulantes.  La verdad empecé no por gusto a acudir a la biblioteca de la escuela a los 9 años, HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG 🐾🙋🏻👉"	joy 
1837	HASHTAG es la MVP del tercer episodio de HASHTAG por invocar al Señor de la Luz cuando la noche era oscura y albergaba horrores. HASHTAG en USER	others 
1838	La lectura salva! Feliz día del libro! HASHTAG HASHTAG HASHTAG	joy 
1839	No entiendo el problema que tienen algunos con las fotos de la gente votando. La cuestión era movilizarse y votar,no?Os da rabia que la gente vote con alegría?A mí me parece estupendo que el postureo del día sea una foto votando y no una foto del postre. HASHTAG	others 
1840	Como te odio USER, odio tus comentarios filosóficos, tus sonidos  detrás de mariano, tu fanatismo por el tiki tiki, tu falsa modestia... igual te quiero porq sos bostero! 😉 HASHTAG HASHTAG	anger 
1841	Gritando fuerte para frenar el HASHTAG. Pelos de punta y un mínimo de esperanza.  🌱         HASHTAG HASHTAG HASHTAG HASHTAG   Gracias USER por iniciar esta HASHTAG. 🌏 https://t.co/Xe8talMl29	others 
1842	El PSOE es como cuando Pereiro ganó el tour por descalificación. No te lo has currado mucho pero los otros eran más inútiles.#ElecccionesGenerales28A https://t.co/nFA8VFK8PZ	others 
1843	Amigos ¿quien se lleva la ventaja esta tarde en la HASHTAG ? HASHTAG o HASHTAG	others 
1844	"HASHTAG 🇪🇸⚽️   ¡Barça grita campeón! Tras superar 1-0 a HASHTAG con gol de Messi, HASHTAG consigue su título número 8 en las últimas 11 ligas. https://t.co/vug8inMZ4H"	joy 
1845	¡IMPORTANTE! Foro Penal registra al menos 11 detenidos por protestas de este HASHTAG HASHTAG  https://t.co/BvMRdgA6Jw	others 
1846	BARÇA CAMPEÓN DE LIGA. Con 8 títulos en 11 años el Barcelona establece una HEGEMONÍA en el campeonato español. HASHTAG HASHTAG https://t.co/2mpKpiH0bI	others 
1847	Emotivo discurso de HASHTAG en el HASHTAG  / HASHTAG https://t.co/v5BwUpoTyX	others 
1848	Sea el HASHTAG o HASHTAG sería bueno  recordar los buenos hábitos con ambos... https://t.co/rPDJBQg6Pr	others 
1849	"Como Enriqueta de USER, al leer se viaja, se crece, se aprende, se amplía la perspectiva, se viven grandes aventuras... Feliz HASHTAG   HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/nJLH71uGBc"	joy 
1850	"""El soldado que le dispara a un civil desarmado es un cobarde cerdo asqueroso."" HASHTAG🇻🇪 https://t.co/yJ41zNl47c"	anger 
1851	Confirmamos que GOT es la mejor serie de este jodido planeta? HASHTAG HASHTAG	joy 
1852	¿Qué tipo de persona crítica así a esta niña ( HASHTAG )? https://t.co/LxIMlxYAeK	others 
1853	Me comentan que Thanos ha utilizado el guantelete con los votos del PP HASHTAG	surprise 
1854	Solo espero que el Barça humille al Liverpool por las vergonzosas actuaciones de algunos de los hinchas de los ingleses (han empujado a varias personas en fuentes). HASHTAG HASHTAG	anger 
1855	Que no puedo parar de llorar tío HASHTAG	sadness 
1856	"Incidentes y heridos en la Embajada de HASHTAG. El manifestante declaró: ""Me apoyó una escopeta de gas lacrimógeno en la oreja y apretó el gatillo. Y para ustedes (medios de comunicación) 'ellos' son los buenos"" HASHTAG HASHTAG HASHTAG https://t.co/rjtnN7lH1c"	others 
1857	"Es el clamor general  Es el deseo de tantos corazones  Conectemos nuestro pensamiento en este Resultado que Dios esta con nosotros y con el Todo es posible!  HASHTAG  Amen  HASHTAG HASHTAG en Ciudad… https://t.co/U6Xou6WwCz"	joy 
1858	Menuda pasada el mejor capitulo de la historia un capítulo que lleva siendo todas las temporadas que pasada a tomar por culo el rey de la noche HASHTAG	joy 
1859	HASHTAG lo ha ganado mi señora que a las diez menos cinco se ha ido a leer a la cama. HASHTAG	others 
1860	"Es lamentable que se queme tanta historia en HASHTAG Lamento el dolor de mis hermanos franceses, aunque es una pérdida para el mundo. Gracias a Dios que se preservaron muchas piezas valiosas."	sadness 
1861	"Espero no oír a nadie quejarse cuando deroguen la prisión permanente revisable, les suban impuestos, se destruyan millones de empleos, cuando el Gobierno se pliegue a los deseos de Torra, cuando okupen sus casas...  Toca apechugar con lo que tenemos  HASHTAG"	anger 
1862	No entiendo a la gente que en este momento hace bromas sobre Quasimodo. El incendio en la Catedral de HASHTAG es una auténtica desgracia. Una pena verla así y una pena que haya personas sin empatía en momentos tan duros.	sadness 
1863	calentando motores pa lo q viene..🔥🐉 HASHTAG https://t.co/X4YO4lumo1	joy 
1864	"¿Escuchaste a los HASHTAG el pasado HASHTAG? . Continuando con el camino iniciado por HASHTAG; “si el clima fuese un banco, ya lo habrían salvado”.   🔔 Leer artículo: https://t.co/xcbb7nTp2o USER   🙋🏻‍♀️🙋🏼‍♂️ HASHTAG queremos un entorno sostenible para vivir💧♻️"	others 
1865	USER USER Esperanza tiene el mundo,en dicha generación,ahora que tanto se sufre,por la contaminación. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG	others 
1866	La peña con la resaca post-electoral y yo preocupado por saber quien queda en pie tras la batalla de fuego e hielo en HASHTAG joder, tengo que esperar una semana entera para hacer recuento HASHTAG HASHTAG HASHTAG HASHTAG USER	anger 
1867	"Ya esta aquí el tráiler del próximo episodio! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  https://t.co/Ao31pkOrz0"	joy 
1868	Enhorabuena al USER por ser justos campeones de HASHTAG 2018/2019.	others 
1869	No puedo creer que haya gente contenta por lo de HASHTAG sinceramente me dan pena. No es una cuestión religiosa, es cultural.	sadness 
1870	"En todos lados hay... Seis seguidores del USER fueron detenidos en Barcelona por desórdenes públicos y se perderán el juego ante el USER de la HASHTAG. https://t.co/rw5glP0Seq"	others 
1871	DESPEJA la defensa visitante el CENTRO de Dembélé al área. Minuto 49, Barça 0-0 Levante. HASHTAG https://t.co/yhbD0JbzIF	others 
1872	Valóralo mientras lo tienes. No des nada por sentado.  HASHTAG https://t.co/5rAo6sk7MF	others 
1873	USER USER Mezclar la catástrofe de HASHTAG con Cataluña es difícil. Pero parece fácil para cualquier psicótico obsesivo como vosotros.	anger 
1874	Nadie comenta lo duro que habrá sido para Danerys tener que luchar contra su hijo Viserion. Verlo morir una vez e intentar matarlo de nuevo ella misma. HASHTAG  HASHTAG	sadness 
1875	thebeautyeffect: Cualquiera de estos te atrapará HASHTAG https://t.co/8qzkQpBWzt https://t.co/1L7oPwfFAb	others 
1876	"No hay mejor forma de celebrar el HASHTAG que dedicar un ratito a reorganizar tu librería. https://t.co/HUFE2kGYa9"	others 
1877	"Feliz HASHTAG.  A la espera del tercero. https://t.co/ISBKUR4USk"	joy 
1878	Para muchos el incendio de  HASHTAG es algo lejano, pero a mí me duele perder lugares así en el mundo. Triste perder vitrales góticos de semejante antigüedad 😓	sadness 
1879	USER si echas de menos los atascos en lugar de ir a Génova, que no hay ni pájaros, intenta llegar a Ferraz. De nada. HASHTAG HASHTAG HASHTAG	others 
1880	"Algo que quisiera conocer antes de que el puto amo se retire.  HASHTAG  HASHTAG   HASHTAG https://t.co/WdrQrdZW84"	others 
1881	USER USER Jajajajajajajajajajajajajajajajaja!!!! derrotados ustedes! Esta con los brazos en alto y listo para ser el PRÓXIMO PRESIDENTE! Y el que estuvo injustamente preso por mucho tiempo sera TU PRESIDENTE HASHTAG	sadness 
1882	Cada vez, el rechazo a la opciones radicales es más grande 🇪🇸#ElecccionesGenerales28A HASHTAG	others 
1883	Mi amigo USER me pidió que dibujara esto... HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/HBKpOJzXlH	others 
1884	Que maravilla de capitulo ha merecido la pena esperar una semana HASHTAG	joy 
1885	Empiezo a estar muy nerviosa. Tengo miedo de cómo puede acabar esto. JODER. HASHTAG	fear 
1886	Que bestia que sos, HASHTAG. ¡Que pedazo de gol, por favor! HASHTAG 3 HASHTAG 0 por la primer semifinal de HASHTAG https://t.co/sB4LllDPOP	others 
1887	"Ves ésto y no se te puede salir nada más que un: QUÉ MALDITO.  HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/ZF6JGndpOu"	surprise 
1888	Preparada para una noche que vamos a recordar toda la vida. HASHTAG	joy 
1889	El incendio de HASHTAG es una tragedia para el patrimonio de la humanidad. HASHTAG HASHTAG https://t.co/pGYlCXQ1tV	sadness 
1890	87,22% escrutado: el HASHTAG consigue más de 6,5 millones de votos y 123 diputados. El HASHTAG pierde más de la mitad del apoyo electoral logrando solo 65 escaños, de lo que se benefician HASHTAG (57) y HASHTAG con 24. HASHTAG https://t.co/vvGgu8JL4m	others 
1891	Barcelona el gol y ya, Liverpool superior no merece perder. HASHTAG HASHTAG HASHTAG	others 
1892	HASHTAG aprovecho de opinar sobre el caso de Baradit. Me parece bien que definamos si creemos o no que se puede aprender de los errores. Para mi es claro que es alguien que emitió opiniones que ya no lo representan (y en las que ya no insiste). ¿Hay que pegarle para siempre?	others 
1893	"""Me lo has arruinado"": El gran error en el primer capítulo de HASHTAG con Daenerys Targaryen https://t.co/IT2N4zASmK"	others 
1894	¡Se escribe Messi, se pronuncia campeón! HASHTAG venció 1-0 al Levante y se adjudicó el título de HASHTAG ► https://t.co/3fBlIfFfag https://t.co/uMAbBUSz4H	others 
1895	Bueno pues me quedo conforme con los resultados del HASHTAG. Ya solo queda que esta noche quede alguien vivo en HASHTAG https://t.co/dUP3ntgKGl	others 
1896	HASHTAG  HASHTAG Hoy se celebra el Día internacional del Libro y del Derecho de Autor declarado por la UNESCO https://t.co/YMZchnwl0h	others 
1897	Madre mía! el tercer capítulo HASHTAG	joy 
1898	Sacerdote que salvó Corona de Espinas de HASHTAG durante HASHTAG, ya había sido héroe 😮➡️ https://t.co/lXUxhJZQ5w https://t.co/W7imeGEpsc	others 
1899	¡ES CONTIGO, NICO! Pago de 200 millones de dólares de la deuda venezolana a Rusia vencería en septiembre HASHTAG HASHTAG  https://t.co/xti471Sb3V	others 
1900	Ya están disponibles los puntos del HASHTAG 0-0 HASHTAG de la jornada 35 HASHTAG	others 
1901	Que triste que una de las cosas más sagradas ya es polvo y escombros. HASHTAG HASHTAG	sadness 
1902	"Me hace mucha gracia que en HASHTAG se diga ""el régimen de HASHTAG "",  cuando Maduro no ha hecho régimen en su puta vida HASHTAG"	anger 
1903	y mientras aqui tenemos a un pinche mueble que yo creo ya puso sus barbas a remojar de ver como HASHTAG cada vez mas LIBRE  HASHTAG https://t.co/83p1jlqxML	others 
1904	La mejor frase que he leído hoy. Otra vez enganchada a almudena.grandes . Otra vez con ganas de Dolores Ibárruri. Feliz día del libro. HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/A8iJvWqthp	joy 
1905	HASHTAG🇲🇽 expresó preocupación por posible escalada de violencia y derramamiento de sangre en HASHTAG🇻🇪 https://t.co/8ha1En5tls	others 
1906	"La que dejó ir Dembélé al final, no me jodas. 🤦🏻‍♂️  Servidos Liverpool, el que sigue por favor...  HASHTAG"	anger 
1907	Zarzalejos dice en USER que dirigentes del PP están pidiendo una comisión gestora. Debacle popular  HASHTAG   HASHTAG  HASHTAG	others 
1908	Desolados por el incendio de Notre Dame, hoy recordamos otros monumentos que también fueron devorados por las llamas 🔥 https://t.co/sZPCJ7KMwt HASHTAG HASHTAG	sadness 
1909	"“No quiero vuestra esperanza. Quiero vuestro pánico”. HASHTAG  La primera monologista de terror con méritos a ganar un Nobel. https://t.co/qGOtwdyOEp"	others 
1910	"Pues qué fácil todo, ¿no? Si las cosas van a ser por obra y gracia...   HASHTAG HASHTAG  HASHTAG  HASHTAG"	others 
1911	Qué golazo! Otra más de Messi HASHTAG HASHTAG	joy 
1912	"¿Por qué se ve tan mal el último capítulo de HASHTAG?  Por USER  https://t.co/QNniyBcQYD"	others 
1913	La catedral de notre dame se ha salvado pero POR MUY POCO :( HASHTAG	sadness 
1914	"¡ENTRÓ, ANOTÓ Y SALIÓ CAMPEÓN ⚽! HASHTAG derrotó a HASHTAG 1-0 con gol de HASHTAG y se consagró campeón de ""La Liga"" española. La pulga ingresó en el complemento y le bastaron solo 16' para darle el título a un HASHTAG que obtuvo 8 de las últimas 11 ligas locales.   HASHTAG https://t.co/KJPgtFjDnf"	others 
1915	Viendo Juego de tronos 8x03 - La Larga Noche https://t.co/KwXHMGRAXS HASHTAG	others 
1916	"En este HASHTAG celebro a Isabel Allende por regalarnos ""Paula"", mi libro favorito."	joy 
1917	"USER campeón de España HASHTAG   HASHTAG HASHTAG   Final:   USER 1-0 USER"	others 
1918	Tengo el culo putamente apretado HASHTAG	others 
1919	"esperando a HASHTAG ante la puerta de Brandemburgo te encuentras con este señor que grita ""Soy el ultimo Emperador"" ..(desnudo esta a la vista) https://t.co/tz6Dl2ukmr"	surprise 
1920	"“Os queda poco” como respuesta preferida a todos los tuits de la gente de izquierdas.  ¿Poco para qué? ... ¿Para mandaros a la mierda? 🤔  HASHTAG HASHTAG"	anger 
1921	"Hoy mismo. La ""invención de morel"" lo encuentro bien bueno. ""El nombre de la rosa"" también. HASHTAG"	others 
1922	"HASHTAG Un idiota culpando a los islamistas sin pruebas y haciendo fotomontajes. Otro idiota diciendo que el que te duela lo de notre dame quiere decir que no nos duele el hambre en el mundo. Twitter está plagada de imbéciles !!"	anger 
1923	HASHTAG | Este es el once del USER para enfrentar al USER: https://t.co/M0wbGDcmNE https://t.co/9OwO97u97W	others 
1924	cómo cojones se supera este capítulo EH HASHTAG	surprise 
1925	Bueno, gran resultado del USER, aunque la distancia en el juego no es tanta. Todo puede pasar en Anfield. HASHTAG	others 
1926	"⚠️ HASHTAG HASHTAG  Miles de venezolanos acudieron al Palacio de Miraflores y sus alrededores.  El HASHTAG se movilizó una vez más contra el fallido golpe de Estado.  HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/7rpSG80opZ"	others 
1927	Mucha pena por HASHTAG, ojala asi les de pena ensuciar las playas luego del feriado de HASHTAG	sadness 
1928	Miercoles de no trabajo + tarde  de HASHTAG HASHTAG, Imperdible!👊🏻🤩	joy 
1929	Brutal el episodio 3 de HASHTAG	joy 
1930	HASHTAG Feliz día HASHTAG HASHTAG Aprovecha el 10% de descuento solo por hoy https://t.co/iLnGmhLso9	surprise 
1931	"recién enterándome y tuve el honor de conocerla. Qué tristeza!  9 months ago HASHTAG HASHTAG https://t.co/4qAENZmjGa"	sadness 
1932	USER Esto no se hace, es de malas personas vaya sinvergüenzas HASHTAG	anger 
1933	No se trata de mi país, pero ¡CÓMO LO LLORO! HASHTAG	sadness 
1934	Antes de que termine el HASHTAG  os dejo por aquí una historia digna de novela, a manos de uno de los grandes https://t.co/BDCAogOU6Q HASHTAG HASHTAG	others 
1935	"HASHTAG HASHTAG 28 de Abril HASHTAG por cadenas nacionales, temáticas HASHTAG y HASHTAG.  Esperamos que os guste el informito! https://t.co/MSDM7g9Lts"	others 
1936	HASHTAG y HASHTAG son dos pueblos hermanos que nadie hará romper su amistad y el que piense hacerlo está muy equivocado HASHTAG HASHTAG 🇨🇺❤️🇻🇪 https://t.co/4IV9n8k1Zv	joy 
1937	"Joder, he salido muy tocado de ver el capítulo de Juego de Tronos. Lo único que pido ahora es que el final no sea una mierda empalagosa para complacer a la gente.  HASHTAG  HASHTAG"	anger 
1938	Mi opinión sobre HASHTAG es que uno es un un dictadorcillo de poca monta y el otro un payaso simulando dar un golpe y mientras tanto el pueblo matándose entre ellos. Que la  dejen de hacer el ridículo la izquierda defendiendo a maduro y la derecha a guaido	disgust 
1939	Crear conciencia y tomar acción! Gracias USER por la enseñanza para hacer la diferencia. Nos vemos pronto! HASHTAG HASHTAG📚 https://t.co/2V6ag9ZsGC	joy 
1940	Todo listo! Caja China + Chelita 🍺😏⚽️ HASHTAG	others 
1941	El mejor capitulo de la historia de la Tv!!! HASHTAG	joy 
1942	No me he sentido emocionado  en casi ningún momento con el 8x03 de HASHTAG No he sentido miedo o temor que es lo que esperaba sentir. He de decir que no iba con muchas expectativas	others 
1943	"""Leerse mi libro es como tomarse un café conmigo. Es la historia de mi fracaso y de mi trabajo con la música. Hay muchos “no” antes del éxito.""  Y 'Con un sonrisa' hemos terminado hoy nuestras entrevistas de HASHTAG, esta con USER y libro más personal. 💛📖  HASHTAG https://t.co/UHhDkZL1WO"	others 
1944	"Mientras Messi juegue al fútbol, el Barcelona siempre será favorito.   HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG"	others 
1945	Que extraordinario  que es el fútbol HASHTAG HASHTAG	joy 
1946	¿Se ha suicidado una miaja el Liverpool hoy, no? Una miaja de enzarpe.  HASHTAG HASHTAG	others 
1947	Aprovechando el día, les recomiendo este libro, muy bien documentado y escrito con mucho amor a HASHTAG HASHTAG HASHTAG https://t.co/b83EYpyL46	joy 
1948	Unos de fiesta y otros de funeral  HASHTAG https://t.co/Q2mwa7ypLB	sadness 
1949	HASHTAG | Existen condiciones para leer un libro como la motivación, el interés, la concentración, la perseverancia e imaginación. Con HASHTAG😀 ayudamos a niñas y niños a tenerlas, y a ser cada vez mejores👩‍🎓👨‍🎓 https://t.co/t7dLV2AoEP	others 
1950	Es bastante triste que en España nos estemos congratulando de que no hayan entrado “muchos” fascistas al Congreso... HASHTAG HASHTAG	sadness 
1951	Este es el capítulo más hermoso de la historia.  HASHTAG HASHTAG  HASHTAG HASHTAG https://t.co/NUCtW3AIEr	joy 
1952	"Ya Disponible The 100 (Los 100) 6x01 sub en español para descargar por mega  ↓ ↓ https://t.co/iBIPD0vyKu HASHTAG HASHTAG Messi HASHTAG HASHTAG HASHTAG Anfield Barça Suarez HASHTAG Dembele HASHTAG HASHTAG HASHTAG https://t.co/VJvhnUkeiY"	others 
1953	Después de votar y de tanta fiesta 🥳 🥳🥳, toca potar 🤮 HASHTAG  HASHTAG	others 
1954	La afición del USER en Leganés. 600km por pasión y amor de la camiseta ⚽️ HASHTAG HASHTAG HASHTAG https://t.co/0m5Mi4zGeY	joy 
1955	Sea cual fuere el libro que hayas comprado y/o que te hayan regalado y/o que estés leyendo durante este HASHTAG, a buen seguro que has conseguido `parar el tiempo´. Siempre un lujo; siempre un placer...: ¡bendita HASHTAG! Saludos y buen resto de tarde-noche. https://t.co/XlIBLtq8vD	surprise 
1956	(Fra)Casado llorando junto a Rivera en el baño, ¿qué estarán haciendo?  HASHTAG HASHTAG	others 
1957	Ver a los representantes más sesudos e impostados del mundo occidental escuchar con admiración las fantasías proféticas de una niña, me hacen temer la vuelta a los tiempos oscuros del medievo HASHTAG	others 
1958	HASHTAG el capitulo 8x3 de HASHTAG es una puta mierda... Soy muy fan de la serie y me esperaba algo más emocionante para una batalla que esperaba desde hace muuucho	anger 
1959	El momento exacto cuando se cae la torre de HASHTAG https://t.co/aCzOqq14pX	others 
1960	"Golazooo de HASHTAG demostrando porque es el mejor ⚽  Apague y vamonos. HASHTAG"	joy 
